,0,1,2,3,4
228,ParamList=16088/0045////0/500 ,KurumaInfo=129168/1/ƒ÷¿/147/≥ﬁ™ŸÃß≤± 3500 DOHC/16088/0016-0045 0139-0150/DBA-GGH20W/0804/1111/2GRFE/3500,,,
229,ParamList=07066/0210////0/500 ,KurumaInfo=57881/7/Ω ﬁŸ/13/≥ﬁ®≥ﬁ®µ660 S•CHG DOHC/7066/0210/E-KK3/9309/9404/EN07Y/660,,,
230,KNo=122951 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
231,ParamList=15252/0015////0/500 ,KurumaInfo=122951/1/ƒ÷¿/137/◊Øº≠ 1500 DOHC/15252/0013-0016 0029-0032 0045-0048/CBA-J210E/0512/1007/3SZVE/1500,,,
232,,KNoList=142196/144911/147458 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300,
233,ParamList=17940/0004////0/500 ,KurumaInfo=142196/5/Œ›¿ﬁ/83/∏ﬁ⁄≤Ω  ≤ÃﬁÿØƒ 1500/17940/0004/DAA-GM4/1412/1509/LEB/1500,,,
234,,KNoList=86153/92757 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/...,
235,ParamList=07175/0033////0/500 ,KurumaInfo=86153/7/Ω ﬁŸ/14/≤›Ãﬂ⁄Øª 2000HDT DOHC¿∞Œﬁ/7175/0033/GF-GC8/9809/9909/EJ207/2000,,,
236,KNo=119089 ,HinList=1800/1801/1802/1803/1804/1805/1806/1807/1840/1900/1880/1920/1840/1880/1900/1920/1960/2000/2001/2002/2003/2004/2005/2006/2007 ,MkrList=4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040 ,parSyadaiNo=0,
237,ParamList=15295/0035////0/500 ,KurumaInfo=119089/5/Œ›¿ﬁ/72/æﬁΩƒ 660/15295/0033 0035 0037/DBA-JE1/0603/0812/P07A/660,,,
238,,KNoList=86153/92757 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/...,
239,ParamList=07175/0033////0/500 ,KurumaInfo=86153/7/Ω ﬁŸ/14/≤›Ãﬂ⁄Øª 2000HDT DOHC¿∞Œﬁ/7175/0033/GF-GC8/9809/9909/EJ207/2000,,,
240,ParamList='MPMF1285T'/52182005/ÕﬁŸƒ(∏∞◊∞)/éO¬êØÕﬁŸƒ/0,,,,
241,,KNoList=123453/123470/123471/123483/123484/137953/138389/138390/123454/123472/123473/123485/123486/123458/123459/123476/123477/123487/123488/123457/123481/123491/137952/123463/123482/123492/123460/123461/123478/123479/123489/123490/123449/123450/123466/123467/123447/123448/123464/123465/137954/138391/138392/123451/123452/123468/123469/123455/123456/123474/123475/123462/123480 ,HinList=1800/1801/1802/1803/1804/1805/1806/1807/1840/1900/1880/1920/1840/1880/1900/1920/1960/2000/2001/2002/2003/2004/2005/2006/2007 ,MkrList=4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040,
242,ParamList='91203RGA003'/-1///0,,,,
243,ParamList='91212RGA003'/-1///0,,,,
244,KNo=119089 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/... ,parSyadaiNo=0,
245,KNo=119089 ,HinList=2060/2061/2062/2063 ,MkrList=2480/2480/2480/2480 ,parSyadaiNo=0,
246,KNo=119089 ,HinList=1800/1801/1802/1803/1804/1805/1806/1807/1840/1900/1880/1920/1840/1880/1900/1920/1960/2000/2001/2002/2003/2004/2005/2006/2007 ,MkrList=4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040 ,parSyadaiNo=0,
247,KNo=119089 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300 ,parSyadaiNo=0,
248,ParamList=15295/0035////0/500 ,KurumaInfo=119089/5/Œ›¿ﬁ/72/æﬁΩƒ 660/15295/0033 0035 0037/DBA-JE1/0603/0812/P07A/660,,,
249,ParamList='212006A00A'/-1///0,,,,
250,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
251,LCResult=lcLoggedIn,,,,
252,,KNoList=106014/119045/132042/132044/134198/106013/106017/119044/132041/134197/106015/119046/132043/134199/119048/134200/106016/119047/134201/134202/132790/132789 ,HinList=6801/6802/6803/6804/6841/6842/6843/6844 ,MkrList=3080/3080/3080/3080/3080/3080/3080/3080,
253,,KNoList=106014/119045/132042/132044/134198/106013/106017/119044/132041/134197/106015/119046/132043/134199/119048/134200/106016/119047/134201/134202/132790/132789 ,HinList=6801/6802/6803/6804/6841/6842/6843/6844 ,MkrList=3080/3080/3080/3080/3080/3080/3080/3080,
254,,KNoList=106014/119045/132042/132044/134198/106013/106017/119044/132041/134197/106015/119046/132043/134199/119048/134200/106016/119047/134201/134202/132790/132789 ,HinList=6801/6802/6803/6804/6841/6842/6843/6844 ,MkrList=3080/3080/3080/3080/3080/3080/3080/3080,
255,ParamList=//DA63T///0/500 ,KurumaInfo=106014/8/ΩΩﬁ∑/11/∑¨ÿ∞ 660 ƒ◊Ø∏/11405/0021 0022/LE-DA63T/0205/0601/K6A/660,,,
256,ParamList='11072-6A00B'/88274868/ª∞”(ïWèÄ)/ëΩñÄãªã∆/0,,,,
257,ParamList='21200-6A00A'/88258309/ª∞”(ïWèÄ)/ëΩñÄãªã∆/0,,,,
258,ParamList='21200-6A00B'/88258315/ª∞”(ïWèÄ)/ëΩñÄãªã∆/0,,,,
259,ParamList='21200-6A00C'/88258310/ª∞”(ïWèÄ)/ëΩñÄãªã∆/0,,,,
260,ParamList='11072-6A00B'/88274868/ª∞”(ïWèÄ)/ëΩñÄãªã∆/0,,,,
261,ParamList='21200-6A00A'/88258309/ª∞”(ïWèÄ)/ëΩñÄãªã∆/0,,,,
262,ParamList='21200-6A00B'/88258315/ª∞”(ïWèÄ)/ëΩñÄãªã∆/0,,,,
263,,KNoList=140456/140457/140458/140459/140460/140461/140462/140463/140465/140466/140464/140467/145351/145352/145347/145348/145349/145350/145071/145072/145073/145074/145075/145076/145077/145078/145079/145080/145081/145101/145102/145103/145104/145105/148393/148395/148396/148397/148398/148399/148400/148401/148402/148403/148404/148406/148407/148408/148552/148553/148554/148555 ,HinList=2500/2501/2502/2503/2504/5100/5100 ,MkrList=3420/3420/3420/3420/3420/3860/2290,
264,,KNoList=140456/140457/140458/140459/140460/140461/140462/140463/140465/140466/140464/140467/145351/145352/145347/145348/145349/145350/145071/145072/145073/145074/145075/145076/145077/145078/145079/145080/145081/145101/145102/145103/145104/145105/148393/148395/148396/148397/148398/148399/148400/148401/148402/148403/148404/148406/148407/148408/148552/148553/148554/148555 ,HinList=8130/8160/5100/5100 ,MkrList=2100/2100/3860/2290,
265,ParamList=//B21W///0/500 ,KurumaInfo=140456/2/ì˙éY/112/√ﬁ≤Ωﬁ 660/17552/0001/DBA-B21W/1306/1510/3B20/660,,,
266,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
267,LCResult=lcLoggedIn,,,,
268,KNo=141072 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300 ,parSyadaiNo=0,
269,ParamList=17663/0041////0/500 ,KurumaInfo=145974/2/ì˙éY/82/¥∏Ωƒ⁄≤Ÿ 2000 DOHC/17663/0037-0060/DBA-NT32/1512/1706/MR20DD/2000,,,
270,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
271,ParamList='4475097501'/-1///0,,,,
272,ParamList='9004467399'/-1///0,,,,
273,LCResult=lcLoggedIn,,,,
274,KNo=146862 ,HinList=6801/6802/6803/6804/6841/6841/6842/6842/6843/6844/6844 ,MkrList=3860/3860/3860/3860/3860/3870/3860/3870/3860/3860/3870 ,parSyadaiNo=0,
275,KNo=146862 ,HinList=6801/6802/6803/6804/6841/6842/6843/6844 ,MkrList=3080/3080/3080/3080/3080/3080/3080/3080 ,parSyadaiNo=0,
276,ParamList=17700/0033////0/500 ,KurumaInfo=141245/1/ƒ÷¿/106/≥ﬁ´∏º∞ 2000 DOHC/17700/0033-0048/DBA-ZRR80W/1401/1601/3ZRFAE/2000,,,
277,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
278,ParamList='51605SFA306'/-1///0,,,,
279,ParamList='51606SFAJ13'/-1///0,,,,
280,ParamList='51605SFAJ13'/-1///0,,,,
281,ParamList='51920SFA005'/-1///0,,,,
282,ParamList='8353060020'/-1///0,,,,
283,,KNoList=123453/123470/123471/123483/123484/137953/138389/138390/123454/123472/123473/123485/123486/123458/123459/123476/123477/123487/123488/123457/123481/123491/137952/123463/123482/123492/123460/123461/123478/123479/123489/123490/123449/123450/123466/123467/123447/123448/123464/123465/137954/138391/138392/123451/123452/123468/123469/123455/123456/123474/123475/123462/123480 ,HinList=3760/3761/3762/5620/5621/5622/5623/5624/5660 ,MkrList=2240/2240/2240/2840/2840/2840/2840/2840/2840,
284,,KNoList=123453/123470/123471/123483/123484/137953/138389/138390/123454/123472/123473/123485/123486/123458/123459/123476/123477/123487/123488/123457/123481/123491/137952/123463/123482/123492/123460/123461/123478/123479/123489/123490/123449/123450/123466/123467/123447/123448/123464/123465/137954/138391/138392/123451/123452/123468/123469/123455/123456/123474/123475/123462/123480 ,HinList=8130/8160/5100/5100 ,MkrList=2100/2100/3860/2290,
285,,KNoList=123453/123470/123471/123483/123484/137953/138389/138390/123454/123472/123473/123485/123486/123458/123459/123476/123477/123487/123488/123457/123481/123491/137952/123463/123482/123492/123460/123461/123478/123479/123489/123490/123449/123450/123466/123467/123447/123448/123464/123465/137954/138391/138392/123451/123452/123468/123469/123455/123456/123474/123475/123462/123480 ,HinList=3760/3761/3762/5620/5621/5622/5623/5624/5660 ,MkrList=2240/2240/2240/2840/2840/2840/2840/2840/2840,
286,,KNoList=123453/123470/123471/123483/123484/137953/138389/138390/123454/123472/123473/123485/123486/123458/123459/123476/123477/123487/123488/123457/123481/123491/137952/123463/123482/123492/123460/123461/123478/123479/123489/123490/123449/123450/123466/123467/123447/123448/123464/123465/137954/138391/138392/123451/123452/123468/123469/123455/123456/123474/123475/123462/123480 ,HinList=4971/4972/4973/4974/4975/4976/4977/4978/4979 ,MkrList=2020/2020/2020/2020/2020/2020/2020/2020/2020,
287,,KNoList=123453/123470/123471/123483/123484/137953/138389/138390/123454/123472/123473/123485/123486/123458/123459/123476/123477/123487/123488/123457/123481/123491/137952/123463/123482/123492/123460/123461/123478/123479/123489/123490/123449/123450/123466/123467/123447/123448/123464/123465/137954/138391/138392/123451/123452/123468/123469/123455/123456/123474/123475/123462/123480 ,HinList=2060/2061/2062/2063 ,MkrList=2480/2480/2480/2480,
288,,KNoList=123453/123470/123471/123483/123484/137953/138389/138390/123454/123472/123473/123485/123486/123458/123459/123476/123477/123487/123488/123457/123481/123491/137952/123463/123482/123492/123460/123461/123478/123479/123489/123490/123449/123450/123466/123467/123447/123448/123464/123465/137954/138391/138392/123451/123452/123468/123469/123455/123456/123474/123475/123462/123480 ,HinList=1060/1061/1062/2430/2440/2450/2200/2220/2260/2456/2470/3800/3801/3802/3803/3840/3841/3842/3843/3844/3845/4021/4740/4741/4742/5620/5740/6860/6861/8131/8170/8170/8310/8383/8384/8390/8423/8424/8570 ,MkrList=1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/3860/1040/1040/1040/1040/1040/1040/1040,
289,,KNoList=123453/123470/123471/123483/123484/137953/138389/138390/123454/123472/123473/123485/123486/123458/123459/123476/123477/123487/123488/123457/123481/123491/137952/123463/123482/123492/123460/123461/123478/123479/123489/123490/123449/123450/123466/123467/123447/123448/123464/123465/137954/138391/138392/123451/123452/123468/123469/123455/123456/123474/123475/123462/123480 ,HinList=3840/3841/3842/3845/3800/3801/3802/3843/3844/4741/4742/3803/4740/5740 ,MkrList=2020/2020/2020/2020/2020/2020/2020/2020/2020/2020/2020/2020/2020/2020,
290,,KNoList=123453/123470/123471/123483/123484/137953/138389/138390/123454/123472/123473/123485/123486/123458/123459/123476/123477/123487/123488/123457/123481/123491/137952/123463/123482/123492/123460/123461/123478/123479/123489/123490/123449/123450/123466/123467/123447/123448/123464/123465/137954/138391/138392/123451/123452/123468/123469/123455/123456/123474/123475/123462/123480 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/...,
291,ParamList='08040K9005'/-1///0,,,,
292,,KNoList=123453/123470/123471/123483/123484/137953/138389/138390/123454/123472/123473/123485/123486/123458/123459/123476/123477/123487/123488/123457/123481/123491/137952/123463/123482/123492/123460/123461/123478/123479/123489/123490/123449/123450/123466/123467/123447/123448/123464/123465/137954/138391/138392/123451/123452/123468/123469/123455/123456/123474/123475/123462/123480 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280,
293,ParamList=//L275S///0/500 ,KurumaInfo=123453/6/¿ﬁ≤ ¬/8/–◊ 660 DOHC/15622/0013 0014/DBA-L275S/0612/1004/KFVE/660,,,
294,ParamList='391004A02F'/-1///0,,,,
295,ParamList='391014A03L'/-1///0,,,,
296,,KNoList=142582/142583/147427/147430/147431 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/...,
297,ParamList=16986/0011////0/500 ,KurumaInfo=142582/6/¿ﬁ≤ ¬/46/–◊ ≤∞Ω 660 DOHC/16986/0007 0011/DBA-LA300S/1307/1704/KFVE/660,,,
298,,KNoList=128030/128031 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/...,
299,ParamList=15979/0044////0/500 ,KurumaInfo=128030/6/¿ﬁ≤ ¬/10/ ≤æﬁØƒ 660 DOHC ƒ◊Ø∏/15979/0001-0006 0041-0046 0081-0085/EBD-S211P/0712/1407/KFVE/660,,,
300,ParamList='WH-SA-88'/88219333/ª∞”(ïWèÄ)/ëΩñÄãªã∆/0,,,,
301,,KNoList=129098/129102 ,HinList=2500/2501/2502/2503/2504/5100/5100 ,MkrList=3420/3420/3420/3420/3420/3860/2290,
302,,KNoList=129098/129102 ,HinList=8130/8160/5100/5100 ,MkrList=2100/2100/3860/2290,
303,ParamList=16169/0003////0/500 ,KurumaInfo=129098/8/ΩΩﬁ∑/16/‹∫ﬁ›R 660 DOHC/16169/0003/DBA-MH23S/0809/0910/K6A/660,,,
304,,KNoList=125593/126896/131259/131260 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/...,
305,,KNoList=125593/126896/131259/131260 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300,
306,ParamList=15642/0025////0/500 ,KurumaInfo=125593/3/éOïH/75/√ﬁÿ∂ D:5 2400 DOHC/15642/0025-0028/DBA-CV5W/0701/1001/4B12/2400,,,
307,ParamList=//VW2E26///0/500 ,KurumaInfo=137352/2/ì˙éY/109/NV350∑¨◊ ﬁ› 2500 €›∏ﬁ  ﬁ›/17308/0033-0035 0037-0039/LDF-VW2E26/1206/1707/YD25DDTi/2500,,,
308,KNo=110959 ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260 ,parSyadaiNo=0,
309,ParamList=11245/0124////0/500 ,KurumaInfo=110959/1/ƒ÷¿/82/≥ﬁ®Ø¬ 1000 DOHC/11245/0121-0124 0126 0127/UA-SCP10/0212/0402/1SZFE/1000,,,
310,KNo=152165 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300 ,parSyadaiNo=0,
311,ParamList=17665/0010////0/500 ,KurumaInfo=152165/5/Œ›¿ﬁ/82/≥ﬁ™æﬁŸ 1500 ¿∞Œﬁ/17665/0010/DBA-RU1/1901/2008/L15B/1500,,,
312,KNo=149546 ,HinList=2942/2943 ,MkrList=0001/0001 ,parSyadaiNo=0,
313,KNo=149546 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
314,ParamList=18043/0029////0/500 ,KurumaInfo=149546/5/Œ›¿ﬁ/45/Ω√ØÃﬂ‹∫ﬁ›Ω ﬂ∞¿ﬁ 1500 ¿∞Œﬁ/18043/0029 0030/DBA-RP3/1709/2001/L15B/1500,,,
315,,KNoList=22104/12398/12399/12400/12401/37673/37675/37674/123562/37677/37678/50861/46680/46681/46682/46683/46684/50867/123563/123560/123570/50726/123564/50727/123565/123583/123571/50728/123566/59846/59869/59847/59848/59849/123567/123578/123579/137393/151266/155828/157566/70930/123572/70931/123568/123573/116099/123561/76503/76504/123569/123574/123582/81443/78513/123581/78514/81444/78515/123580/37676/50866/46685/50865/50868/50729/50730/50731/50732/50724/50733/59850/123575/70932/123576/76505/123577 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300,
316,ParamList=//KS4///0/500 ,KurumaInfo=22104/9/≤ΩΩﬁ/25/¥ŸÃ350ŒﬁƒŸ∂∞///P-KS42/8300/8412/4BD1/3900,,,
317,KNo=118981 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300 ,parSyadaiNo=0,
318,KNo=118981 ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260 ,parSyadaiNo=0,
319,LCResult=lcLoggedIn,,,,
320,KNo=146862 ,HinList=6801/6802/6803/6804/6841/6841/6842/6842/6843/6844/6844 ,MkrList=3860/3860/3860/3860/3860/3870/3860/3870/3860/3860/3870 ,parSyadaiNo=0,
321,KNo=146862 ,HinList=6801/6802/6803/6804/6841/6842/6843/6844 ,MkrList=3080/3080/3080/3080/3080/3080/3080/3080 ,parSyadaiNo=0,
322,ParamList='WLW70'/72177347/ë÷∫ﬁ— (â^ì])/PIAA/0,,,,
